"global_index","worker","episode","episode_index","name","region","address","address_display","category","card_menu","menus","output_file","output_path"
"141","2","EP.30","4","서울분식","전남 목포시","전남 목포시 삼일로 51-2 (대성동 84-19)","전남 목포시 삼일로 51-2","종합분식","돈까스","","004_서울분식.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.30\004_서울분식.png"
"142","2","EP.31","1","동진충무김밥","경남 통영시","경남 통영시 통영해안로 319-2 (항남동 1-44)","경남 통영시 통영해안로 319-2","김밥","충무할매김밥","충무할매김밥 (7,000원) / 빼떼기죽 (7,000원) / 아이스팩과 아이스박스입니다 (2,000원) / 깨죽 (8,000원) / 택배포장비 (4,000원)","001_동진충무김밥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.31\001_동진충무김밥.png"
"143","2","EP.31","2","교리김밥","경북 경주시","경북 경주시 탑리3길 2 (탑동 400-1)","경북 경주시 탑리3길 2","분식","교리김밥 2줄 도시락","교리김밥 2줄 도시락 (13,000원) / 교리김밥 3줄 도시락 (19,500원) / 교리국수 (9,000원)","002_교리김밥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.31\002_교리김밥.png"
"144","2","EP.31","3","영도해녀촌김밥","부산 영도구","부산 영도구 동삼동 중리남로 2-35 (동삼동 산65-1)","부산 영도구 동삼동 중리남로 2-35","해물,생선요리","해녀김밥","","003_영도해녀촌김밥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.31\003_영도해녀촌김밥.png"
"145","2","EP.31","4","원조누드치즈김밥","서울 종로구","서울 종로구 창경궁로 88 (예지동 2-1)","서울 종로구 창경궁로 88","김밥","치즈참치김밥(기본)","치즈참치김밥(기본) (3,500원) / 치즈참치김밥+잡채 (4,500원) / 치즈참치김밥+잡채+어묵2개 (6,500원) / 부산어묵 1개 (1,000원) / 잡채1인분 (4,500원)","004_원조누드치즈김밥.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.31\004_원조누드치즈김밥.png"
"146","2","EP.32","1","바로방","강원 강릉시","강원 강릉시 경강로 2092 (금학동 16-2)","강원 강릉시 경강로 2092","카페,디저트","야채빵","","001_바로방.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.32\001_바로방.png"
"147","2","EP.32","2","철규분식","경북 포항시","경북 포항시 남구 구룡포읍 구룡포길 62-2 (구룡포리 964-8)","경북 포항시 남구 구룡포읍 구룡포길 62-2","종합분식","곱5000","곱5000 (4,000원) / 단팥죽 (3,000원) / 찐빵 2개 (1,000원) / 찐방5개+단팥죽 (6,000원)","002_철규분식.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.32\002_철규분식.png"
"148","2","EP.32","3","수유시장 만두명가","서울 강북구","서울 강북구 도봉로71길 17 (수유1동 54-1)","서울 강북구 도봉로71길 17","","꽈배기","","003_수유시장 만두명가.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.32\003_수유시장 만두명가.png"
"149","2","EP.32","4","효자베이커리","서울 종로구","서울 종로구 필운대로 54 (통인동 43-1)","서울 종로구 필운대로 54","베이커리","콘브래드","콘브래드 (8,000원) / 옛날 양과자라고 불렸던 옛 호두타르트입니다. 보통 1시전에 완판되는 효자품목입니다 (6,500원) / 아몬드센베이 (8,000원) / 어니언크림치즈소보르 (6,500원) / 발효무화과빵 (6,500원)","004_효자베이커리.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.32\004_효자베이커리.png"
"150","2","EP.32","5","명문제과","전북 남원시","전북 남원시 용성로 56 (하정동 1-5)","전북 남원시 용성로 56","베이커리","생크림슈보르","생크림슈보르 (2,500원) / 꿀아몬드 (2,500원) / 수제햄빵 (3,500원) / 황치즈 카스테라 (4,000원)","005_명문제과.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.32\005_명문제과.png"
"151","2","EP.33","1","백두산","광주 동구","광주 동구 백서로174번길 7 (서석동 471-11)","광주 동구 백서로174번길 7","중식당","짬짜밥","짬짜밥 (9,000원) / 짜장밥 (8,000원) / 탕수육+짬짜면1+짜장면1+군만두+콜라 (22,000원) / 탕수육+짬짜면2+군만두+콜라 (23,000원) / 탕수육+짬짜밥1+짬짜면1+군만두+콜라 (24,000원) / 짬짜면 (8,000원) / 짜장면 (7,000원) / 탕수육 小 (18,000원) / 탕수육 중 (22,000원) / 탕수육 대 (26,000원) / 군만두 (7,000원)","001_백두산.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.33\001_백두산.png"
"152","2","EP.33","2","효동각","서울 서대문구","서울 서대문구 연대동문길 24 (대신동 50-2)","서울 서대문구 연대동문길 24","중식당","자장면","자장면 (9,000원) / 자장면곱배기 (11,000원)","002_효동각.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.33\002_효동각.png"
"153","2","EP.33","3","지린성","전북 군산시","전북 군산시 미원로 87 (미원동 78)","전북 군산시 미원로 87","중식당","맛있지만 엄청 매우니(불닭볶음면정도/맵기조절X)주의 필요합니다!(어린이나 질환자는 피해주세요) 덜 맵게 드시는방법: 나오자마자 고추부터빼기, 우유랑 먹기, 일반짜장이랑 섞어먹","맛있지만 엄청 매우니(불닭볶음면정도/맵기조절X)주의 필요합니다!(어린이나 질환자는 피해주세요) 덜 맵게 드시는방법: 나오자마자 고추부터빼기, 우유랑 먹기, 일반짜장이랑 섞어먹 (13,000원) / 고추짜장보다 더더 매우니 더 신중하게 주문해주세요!(진짜 매운 맛 매니아만!) (13,000원) / 짬뽕 (13,000원) / 짜장면 (9,000원) / 역시 맛있지만 매움 주의! 고추짜장'면'보다 '밥'이 더 맛있다는 분도 많습니다:) (13,000원) / 고추짬뽕밥 (13,000원) / 짬뽕밥 (13,000원) / 짜장밥 (10,000원)","003_지린성.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.33\003_지린성.png"
"154","2","EP.34","1","용궁단골식당","경북 예천군","경북 예천군 용궁면 용궁시장길 30 (읍부리 299-6)","경북 예천군 용궁면 용궁시장길 30","","오징어불고기","오징어불고기 (12,000원) / 모둠순대 (13,000원) / 공기밥 없음 (17,000원) / 전통막창순대 (13,000원) / 닭불구이 (12,000원) / 닭발구이 (12,000원) / 돼지불고기 (12,000원) / 머리고기 (13,000원) / 김치막창순대 (13,000원) / 돼껍양념구이 (9,000원) / 막창양념구이 (9,000원) / 공기밥 (1,000원) / 안동소주일품 21도 (8,000원)","001_용궁단골식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.34\001_용궁단골식당.png"
"155","2","EP.34","2","광천식당","대전 중구","대전 중구 대종로505번길 29 (선화동 52-2)","대전 중구 대종로505번길 29","한식","두부두루치기","두부두루치기 (18,000원) / 오징어두루치기 (27,000원) / 수육(소) (25,000원) / 수육 대 (40,000원) / 칼국수 (7,000원) / 양념면 (8,000원) / 공기밥 (1,000원) / 면사리 (2,000원) / 맥주 (4,000원) / 청하 (5,000원) / 원막걸리 (3,000원) / 소주 (4,000원) / 음료수 (2,000원) / 지평생막걸리 (4,000원)","002_광천식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.34\002_광천식당.png"
"156","2","EP.34","3","원조두꺼비집불오징어","서울 은평구","서울 은평구 연서로28길 5 (대조동 185-34)","서울 은평구 연서로28길 5","오징어요리","불오징어","","003_원조두꺼비집불오징어.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.34\003_원조두꺼비집불오징어.png"
"157","2","EP.34","4","복정집","서울 중구","서울 중구 퇴계로 235 (충무로4가 306)","서울 중구 퇴계로 235","오징어요리","辛나게 입맛 돋구는 맛있게 매콤한 오징어볶음.","辛나게 입맛 돋구는 맛있게 매콤한 오징어볶음. (13,000원) / 복정집의 대표 식사메뉴, 미니 해물탕이라 백종원이 극찬한 원조 통오징어찌개. (13,000원) / 신선하고 쫄깃한 쭈꾸미에 삼겹살을 더해 감칠맛을 자랑하는 식사메뉴. (14,000원) / 오징어볶음에 삼겹살을 더해 풍부한 맛을 자랑하는 식사메뉴. (13,000원) / 매콤한 양념에 다양한 해물(낙지,게,대하,문어,오징어외 12가지)등을 맛있게 버무려 맛볼 수 있는 대표 저녁 술안주. (69,000원) / 매콤한 양념에 다양한 해물(낙지,게,대하,문어,오징어외 12가지)등을 맛있게 버무려 맛볼 수 있는 대표 저녁 술안주. (79,000원) / 속이 풀리는 시원한 국물을 자랑하는 계절의 진미. 깊은 해물 육수와 다양한 해물(낙지,대하,문어,오징어 외 12가지)등의 풍미가 어우러진 저녁 술안주. (68,000원) / 속이 풀리는 시원한 국물을 자랑하는 계절의 진미. 깊은 해물 육수와 다양한 해물(낙지,대하,문어,오징어 외 12가지)등의 풍미가 어우러진 저녁 술안주. (78,000원) / 오동통한 아구살과 아삭한 콩나물, 오만둥이와 홍합을 더해 더욱 더 해물의 맛을 느낄 수 있도록 정성껏 버무린 저녁 술안주. (67,000원) / 오동통한 아구살과 아삭한 콩나물, 오만둥이와 홍합을 더해 더욱 더 해물의 맛을 느낄 수 있도록 정성껏 버무린 저녁 술안주. (77,000원) / 더욱 더 풍부해진 양의 辛나게 입맛 돋구는 맛있게 매콤한 오징어볶음 저녁 술안주. (38,000원) / 더욱 더 풍부해진 양의 신선하고 쫄깃한 쭈꾸미에 삼겹살을 더해 감칠맛을 자랑하는 저녁 술안주. (42,000원) / 더욱 더 풍부해진 양의 오징어볶음에 삼겹살을 더해 풍부한 맛을 자랑하는 저녁 술안주. (38,000원)","004_복정집.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.34\004_복정집.png"
"158","2","EP.35","1","언양각식당","경남 창원시","경남 창원시 의창구 용지로 253-1 (용호동 16-1)","경남 창원시 의창구 용지로 253-1","육류,고기요리","공기밥미포함","공기밥미포함 (19,000원) / 공기밥 포함 (12,000원) / 공기밥포함 (12,000원) / 공기밥포함 (25,000원) / 공기밥 (1,000원)","001_언양각식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.35\001_언양각식당.png"
"159","2","EP.35","2","남정부일기사식당","경북 경주시","경북 경주시 배리1길 3 (배동 948-3)","경북 경주시 배리1길 3","기사식당","짬뽕","짬뽕 (12,000원) / 낙지볶음 (12,000원) / 돼지볶음 (12,000원) / 김치찌개 (11,000원) / 맥주,소주 (4,000원) / 음료수 (2,000원) / 공기밥 (1,000원)","002_남정부일기사식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.35\002_남정부일기사식당.png"
"160","2","EP.35","3","진미식육식당","대구 서구","대구 서구 달서천로83길 13 (원대동3가 1223-13)","대구 서구 달서천로83길 13","육류,고기요리","대창불고기","","003_진미식육식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.35\003_진미식육식당.png"
"161","2","EP.35","4","명성불고기","충남 공주시","충남 공주시 웅진로 200 (산성동 133-4)","충남 공주시 웅진로 200","한식","공깃밥 포함","공깃밥 포함 (17,000원) / 공깃밥 포함 (22,000원) / 점심메뉴 (12,000원) / 생삼겹살 (15,000원) / 등심 (38,000원) / 돼지갈비 (15,000원) / 냉삼겹살 (14,000원) / 된장찌개 (8,000원) / 냉면 (7,000원)","004_명성불고기.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.35\004_명성불고기.png"
"162","2","EP.36","1","만석닭강정","강원 속초시","강원 속초시 청초호반로 72 (조양동 1549-2)","강원 속초시 청초호반로 72","치킨,닭강정","후라이드","후라이드 (17,000원) / 닭강정 보통맛 뼈 (19,000원) / 닭강정 보통맛 순살 (20,000원) / 닭강정 핫끈한맛 뼈 (20,000원) / 닭강정 핫끈한맛 순살 (21,000원) / 닭강정 후라이드 뼈 (17,000원) / 닭강정 후라이드 순살 (18,000원)","001_만석닭강정.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.36\001_만석닭강정.png"
"163","2","EP.36","2","예스닭강정","강원 속초시","강원 속초시 동해대로 4018-1 (조양동 1039-1)","강원 속초시 동해대로 4018-1","치킨,닭강정","몸에 좋은 오징어 먹물과 춘장의 진한 맛을 더해 깊고 담백한 맛이 일품","몸에 좋은 오징어 먹물과 춘장의 진한 맛을 더해 깊고 담백한 맛이 일품 (18,000원) / 몸에 좋은 오징어 먹물과 춘장의 진한 맛을 더해 깊고 담백한 맛이 일품 (27,000원) / 사과를 갈아넣어 천연단맛이 올라와 어린아이들까지 부담없이 즐길 수 있는 순한맛 (17,000원) / 사과를 갈아넣어 천연단맛이 올라와 어린아이들까지 부담없이 즐길 수 있는 순한맛 (27,000원) / 청양고추로 매운맛을 내서 자극적이지 않고 뒤에서 천천히 올라오는 매력적인 매운맛 (17,000원) / 블랙+순한닭강정 (27,000원) / 블랙+매운 닭강정 (27,000원) / 순한+매운 닭강정 (27,000원) / 수제 대파피클 (2,000원) / 제로 콜라 500ML (2,000원) / 코카콜라 500ML (2,000원)","002_예스닭강정.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.36\002_예스닭강정.png"
"164","2","EP.36","3","일미닭강정","강원 영월군","강원 영월군 영월읍 서부시장길 15 (하송리 4-1)","강원 영월군 영월읍 서부시장길 15","치킨,닭강정","일미닭강정(소)","일미닭강정(소) (15,000원) / 2025년 5월부터 (15,000원)","003_일미닭강정.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.36\003_일미닭강정.png"
"165","2","EP.36","4","텍사스바베큐","경기 동두천시","경기 동두천시 중앙로 366 (생연동 538-8)","경기 동두천시 중앙로 366","치킨,닭강정","바비큐치킨","","004_텍사스바베큐.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.36\004_텍사스바베큐.png"
"166","2","EP.36","5","진미통닭","경기 수원시","경기 수원시 팔달구 정조로800번길 21 (남수동 117-1)","경기 수원시 팔달구 정조로800번길 21","치킨,닭강정","치킨","","005_진미통닭.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.36\005_진미통닭.png"
"167","2","EP.36","6","참나무닭나라","서울 성북구","서울 성북구 동소문로8길 12 (동소문동2가 290)","서울 성북구 동소문로8길 12","치킨,닭강정","장작구이통닭","장작구이통닭 (19,000원) / 을지로골뱅이 (33,000원) / 두부김치 (13,000원) / 스팸계란후라이 (15,000원) / 아이스황도 (9,000원) / 어묵탕 (16,000원) / 황태계란탕 (13,000원) / 번데기탕 (9,000원) / 모듬마른안주 (24,000원) / 먹태 (16,000원) / 노가리(3마리) (8,000원) / 한치+땅콩 (17,000원) / 쥐포 (4,500원) / 황태노가리 (6,000원) / 땅콩한접시 (5,500원)","006_참나무닭나라.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.36\006_참나무닭나라.png"
"168","2","EP.37","1","수목식당","서울 동작구","서울 동작구 서달로14나길 28 (흑석동 54-146)","서울 동작구 서달로14나길 28","국수","라제비","라제비 (5,000원) / 잔치국수 (6,000원) / 칼국수 (7,000원) / 칼제비 (7,000원) / 수제비 (8,000원) / 물,비빔냉면 (7,000원) / 비빔국수 (7,000원) / 떡국 (8,000원) / 떡만두국 (8,000원) / 만두국 (8,000원) / 콩국수 (9,000원) / 만두칼제비 (8,000원) / 만두라제비 (6,000원) / 찐만두 (6,000원) / 열무국수 (8,000원)","001_수목식당.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.37\001_수목식당.png"
"169","2","EP.37","2","신계치라면","서울 서대문구","서울 서대문구 명물길 47 (창천동 2-24)","서울 서대문구 명물길 47","라면","신계치/너계치/안계치","신계치/너계치/안계치 (6,000원) / 김치라면 (6,000원) / 잡탕 (7,000원) / 신계치+김밥 세트 (9,000원) / 특라면 (7,000원)","002_신계치라면.png","C:\Users\Alfred\Desktop\백종원의 3대천왕\EP.37\002_신계치라면.png"
